0 ou 1,"Authors	Title	Year	Source title	Volume	Issue	Art. No.	Page start	Page end	Page count	Cited by	DOI	Link	Affiliations	Authors with affiliations	Abstract	Author Keywords	Document Type	Source	EID",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Roncken, M., Stevens, K., Pendurkar, R., Rotem, S., Chaudhuri, P.P.	CA-BIST for asynchronous circuits: A case study on the RAPPID asynchronous instruction length decoder	2000	Proceedings - International Symposium on Asynchronous Circuits and Systems			836798	62	72		8	10.1109/ASYNC.2000.836798	http://www.scopus.com/inward/record.url?eid=2-s2.0-77957950144&partnerID=40&md5=539b54b769713498a187ce65d3dbc70a	""Intel Corporation", Hillsboro, OR, United States; Intel Corporation, Haifa, Israel; Sun Microsystems, Palo Alto, CA, United States; Bengal Engineering College, Sibpur, West Bengal," India""	""Roncken", M., Intel Corporation, Hillsboro, OR, United States, Intel Corporation, Haifa, Israel; Stevens, K., Intel Corporation, Hillsboro, OR, United States, Intel Corporation, Haifa, Israel; Pendurkar, R., Sun Microsystems, Palo Alto, CA, United States; Rotem, S., Intel Corporation, Hillsboro, OR, United States, Intel Corporation, Haifa, Israel; Chaudhuri, P.P., Bengal Engineering College, Sibpur, West Bengal," India""	""This paper presents a case study in low-cost non-invasive Built-in Self Test (BIST) for RAPPID", a large-scale 120,000-transistor asynchronous version of the PentiumÂ® Pro Instruction Length Decoder, which runs at 3.6 GHz. RAPPID uses a synchronous 0.25 micron CMOS library for static and domino logic, and has no Design-for-Test hooks other than some debug features. We explore the use of Cellular Automata (CA) for on-chip test pattern generation and response evaluation. More specifically, we look for fast ways to tune the CA-BIST to the RAPPID design, rather than using pseudo-random testing. The metric for tuning the CA-BIST pattern generation is based on an abstract hardware description model of the instruction length decoder, which is independent of implementation details, and hence also independent of the asynchronous circuit style. Our CA-BIST solution uses a novel bootstrap procedure for generating the test patterns, which give complete coverage for this metric," and cover 94% of the testable stuck-at faults for the actual design at switch level. Analysis of the undetected and untestable faults shows that the same fault effects can be expected for a similar clocked circuit. This is encouraging evidence that testability is no excuse to avoid asynchronous design techniques in addition to high-performance synchronous solutions. Â© 2000 IEEE.""		Conference Paper	Scopus	2-s2.0-77957950144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Alnusair, A., Zhao, T., Yan, G.	Rule-based detection of design patterns in program code	2014	International Journal on Software Tools for Technology Transfer	16	3		315	334		4	10.1007/s10009-013-0292-z	http://www.scopus.com/inward/record.url?eid=2-s2.0-84901191663&partnerID=40&md5=3f76e783bfa71b7e289c945cdf1106d7	""Indiana University", Kokomo, IN,46904, United States; University of Wisconsin-Milwaukee, Milwaukee, WI,53201, United States; University of Southern Indiana, Evansville, IN,47712," United States""	""Alnusair", A., Indiana University, Kokomo, IN,46904, United States; Zhao, T., University of Wisconsin-Milwaukee, Milwaukee, WI,53201, United States; Yan, G., University of Southern Indiana, Evansville, IN,47712," United States""	""The process of understanding and reusing software is often time-consuming", especially in legacy code and open-source libraries. While some core code of open-source libraries may be well-documented, it is frequently the case that open-source libraries lack informative API documentation and reliable design information. As a result, the source code itself is often the sole reliable source of information for program understanding activities. In this article, we propose a reverse-engineering approach that can provide assistance during the process of understanding software through the automatic recovery of hidden design patterns in software libraries. Specifically," we use ontology formalism to represent the conceptual knowledge of the source code and semantic rules to capture the structures and behaviors of the design patterns in the libraries. Several software libraries were examined with this approach and the evaluation results show that effective and flexible detection of design patterns can be achieved without using hard-coded heuristics. Â© 2013 Springer-Verlag Berlin Heidelberg.""	Design patterns; Design recovery; Knowledge representation; Ontology formalisms; Semantic inference; Software maintenance	Article	Scopus	2-s2.0-84901191663",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Li, J., Wang, J., Zhao, Y., Yang, Z.	Self-adaptive design of hidden Markov models	2004	Pattern Recognition Letters	25	2		197	210		10	10.1016/j.patrec.2003.10.001	http://www.scopus.com/inward/record.url?eid=2-s2.0-0346847565&partnerID=40&md5=0c349d70df4265cfa0710861b236510b	""Dept. of Comp. Science/Technology", StateKeyLab.Intell.Techol./Sys., Tsinghua University, Beijing 100084," China""	""Li", J., Dept. of Comp. Science/Technology, StateKeyLab.Intell.Techol./Sys., Tsinghua University, Beijing 100084, China; Wang, J., Dept. of Comp. Science/Technology, StateKeyLab.Intell.Techol./Sys., Tsinghua University, Beijing 100084, China; Zhao, Y., Dept. of Comp. Science/Technology, StateKeyLab.Intell.Techol./Sys., Tsinghua University, Beijing 100084, China; Yang, Z., Dept. of Comp. Science/Technology, StateKeyLab.Intell.Techol./Sys., Tsinghua University, Beijing 100084," China""	""Hidden Markov models (HMMs) are stochastic models widely used in speech and image processing in recent years. The number of states in a classical HMMs is usually predefined and fixed during training", and may be quite different from the real number of hidden states of the signal source. Moreover, in pattern recognition applications, different signal sources probably have different state numbers, thereby cannot be well modeled by HMMs with a fixed state number. This paper proposes a self-adaptive design method of HMMs to overcome this limitation. According to this design, an HMM automatically matches its state number to the real state number of the signal source being modeled. To realize a practicable training algorithm for the new HMM, this paper first introduces an entropic definition of the a priori probability of the model and accordingly a maximum a posteriori (MAP) training strategy, and then designs an MAP training algorithm in the case of fixed state number based on the deterministic annealing (DA) technique. Based on this MAP training," a complete training method named shrink algorithm is finally proposed for the new HMM. Experimental results indicate that self-adaptive HMMs can model stochastic signals more accurately and have better performance in pattern recognition than classical models. Â© 2003 Elsevier B.V. All rights reserved.""	Deterministic annealing; Hidden Markov model; Maximum a posteriori; Pattern recognition; Self-adaptive	Article	Scopus	2-s2.0-0346847565",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Fontana, F.A., Caracciolo, A., Zanoni, M.	DPB: A benchmark for design pattern detection tools	2012	""Proceedings of the European Conference on Software Maintenance and Reengineering"," CSMR""			6178890	235	244		4	10.1109/CSMR.2012.32	http://www.scopus.com/inward/record.url?eid=2-s2.0-84860501636&partnerID=40&md5=8444c4ef8f5c1e7ec49b22fac6eea7fe	""Dipartimento di Informatica", Sistemistica e Comunicazione, University of Milano Bicocca, Milano," Italy""	""Fontana", F.A., Dipartimento di Informatica, Sistemistica e Comunicazione, University of Milano Bicocca, Milano, Italy; Caracciolo, A., Dipartimento di Informatica, Sistemistica e Comunicazione, University of Milano Bicocca, Milano, Italy; Zanoni, M., Dipartimento di Informatica, Sistemistica e Comunicazione, University of Milano Bicocca, Milano," Italy""	""Many activities can be done to support software evolution and reverse engineering of a system. Design pattern detection is one of these activities. It is useful to gain knowledge on the design issues of an existing system", on its architecture and design quality, improving the comprehension of the system and hence its maintainability and evolution. Several tools for design pattern detection have been developed in the literature, but they usually provide different results when analyzing the same systems. Some works have been proposed in the literature to compare these results, but a standard and widely-accepted benchmark is not yet available. In this work we propose our benchmark web application for design pattern detection," based on a community driven evaluation. Â© 2012 IEEE.""	Benchmark; Design pattern detection; Meta-model	Conference Paper	Scopus	2-s2.0-84860501636",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Xue, H., Chen, S., Huang, J.	Discriminative indefinite kernel classifier from pairwise constraints and unlabeled data	2012	Proceedings - International Conference on Pattern Recognition			6460180	497	500				http://www.scopus.com/inward/record.url?eid=2-s2.0-84874576090&partnerID=40&md5=8cfd7aa2a390e7640935b972848f36fd	""School of Computer Science and Engineering", Southeast University, Nanjing, China; College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing," China""	""Xue", H., School of Computer Science and Engineering, Southeast University, Nanjing, China; Chen, S., College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China; Huang, J., School of Computer Science and Engineering, Southeast University, Nanjing," China""	""Semi-supervised classification from pairwise constraints is a challenge in pattern recognition", since the constraints just represent the relationships between data pairs rather than the definite labels. In the last few years, several methods have been proposed, however, they still utilize either the discriminability within the constraints or the abundant unlabeled data insufficiently. In this paper, we present a novel discriminative indefinite kernel classifier. We first transform the constrained data pairs into newly-labeled samples by an outer product transformation," and then introduce an indefinite discriminative regularizer in the transformed space in order to further embed the discriminative and structural information involved in the newly labeled and unlabeled samples into the classifier design. We validate that such classifier naturally lies in the more general Reproducing Kernel Krein Space rather than the common Reproducing Kernel Hilbert Space. Experiments show the superiority of our method. Â© 2012 ICPR Org Committee.""		Conference Paper	Scopus	2-s2.0-84874576090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Shao, J., Yang, J.Y.	Research on convergence of robot path planning based on LCS	2009	""Proceedings of the 2009 Chinese Conference on Pattern Recognition", CCPR 2009, and the 1st CJK Joint Workshop on Pattern Recognition," CJKPR""			5344026	690	694			10.1109/CCPR.2009.5344026	http://www.scopus.com/inward/record.url?eid=2-s2.0-74549170026&partnerID=40&md5=0e9185019b95783c227389378cccf222	""School of Computer Science", Nanjing University of Science and Technology, Nanjing 210094," China""	""Shao", J., School of Computer Science, Nanjing University of Science and Technology, Nanjing 210094, China; Yang, J.Y., School of Computer Science, Nanjing University of Science and Technology, Nanjing 210094," China""	""A path planning algorithm of robot is proposed based on ensemble algorithm of the learning classifier system"," which design fitness function in dynamic environment. The paper derived and proved that ensemble algorithm is convergence and provided a theoretical guarantee for the path planning algorithm. Simulation results also showed that genetic algorithms and learning classifier system combination for robot path planning is effective. Two major problems of the GA premature convergence and slow convergence have been significantly improved. Â©2009 IEEE.""	Convergence; Learning classifier system; Path planning; Robot	Conference Paper	Scopus	2-s2.0-74549170026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Wang, F., Gao, G.	Embedded fingerprint identification system based on DSP chip	2011	Advances in Intelligent and Soft Computing	104			595	599			10.1007/978-3-642-23777-5_96	http://www.scopus.com/inward/record.url?eid=2-s2.0-80054955841&partnerID=40&md5=a115db60bb8d415f9ebb8167050352f7	""Network Management Center", Xinxiang University, Xinxiang, Henan 453003, China; School of Information Engineer, Henan Institute of Science and Technology, Xinxiang, Henan 453003," China""	""Wang", F., Network Management Center, Xinxiang University, Xinxiang, Henan 453003, China; Gao, G., School of Information Engineer, Henan Institute of Science and Technology, Xinxiang, Henan 453003," China""	""Fingerprint identification system set pattern recognition", image processing, and database technology in one, suitable for a variety of authentication applications, with a wide range of applications. This article describes the method of DSP microprocessor for the silicon materials manufacturing-based embedded fingerprint recognition system method and specifies the system's hardware and software design process. The system is able to automatically carry out classification, moreover," compare the results with the fingerprint database in real time. Experimental results show that the system can quickly obtain information on the identity of persons to be identified. Â© 2011 Springer-Verlag Berlin Heidelberg.""	DSP chip materials; Fingerprint feature extraction; Fingerprint identification; Image acquisition	Article	Scopus	2-s2.0-80054955841",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Chen, W.-G., Qi, H., Wang, Y.-Y., Peng, S.-D.	A new pattern recognition method of gas sensor array detection	2010	Chongqing Daxue Xuebao/Journal of Chongqing University	33	1		61	66		2		http://www.scopus.com/inward/record.url?eid=2-s2.0-77949886229&partnerID=40&md5=396b8405b9ccea61a046b2f3d3e85057	""State Key Laboratory of Power Transmission Equipment and System Security and New Technology", Chongqing University, Chongqing 400044," China""	""Chen", W.-G., State Key Laboratory of Power Transmission Equipment and System Security and New Technology, Chongqing University, Chongqing 400044, China; Qi, H., State Key Laboratory of Power Transmission Equipment and System Security and New Technology, Chongqing University, Chongqing 400044, China; Wang, Y.-Y., State Key Laboratory of Power Transmission Equipment and System Security and New Technology, Chongqing University, Chongqing 400044, China; Peng, S.-D., State Key Laboratory of Power Transmission Equipment and System Security and New Technology, Chongqing University, Chongqing 400044," China""	""BP neural network based gas sensor array detection pattern recognition has some disadvantages", such as slow convergence and local minimum problem. A modified immune neural network model which combines BP algorithm and immune algorithm is proposed to enhance global search capability and improve the performance of the neural network model. Orthogonal test is adopted to design the study samples of neural network. This ensures the accuracy of neural network while reducing the number of samples. The simulation results show that the proposed pattern recognition method solves the cross sensitivity of gas sensor effectively," overcomes the disadvantages of traditional BP neural network and improves the learning speed and detection accuracy.""	Cross sensitivity; Gas sensor array; Immune neural network; Orthogonal experimental design; Pattern recognition	Article	Scopus	2-s2.0-77949886229",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Neto, B.D.B., Scarminio, I.S., Bruns, R.E.	25 Years of chemometrics in Brazil [25 Anos de quimiometria no Brasil]	2006	Quimica Nova	29	6		1401	1406		18		http://www.scopus.com/inward/record.url?eid=2-s2.0-33845697704&partnerID=40&md5=6b0cf2a31ceaee180d982ebf9f98d6b4	""Departamento de QuÃ_mica Fundamental", Universidade Federal de Pernambuco, 50740-540 Recife - PE, Brazil; Departamento de QuÃ_mica, Universidade Estadual de Londrina, CP 6001, 86051-990 Londrina - PR, Brazil; Instituto de QuÃ_mica, Universidade Estadual de Campinas, CP 6154, 13083-970 Campinas - SP," Brazil""	""Neto", B.D.B., Departamento de QuÃ_mica Fundamental, Universidade Federal de Pernambuco, 50740-540 Recife - PE, Brazil; Scarminio, I.S., Departamento de QuÃ_mica, Universidade Estadual de Londrina, CP 6001, 86051-990 Londrina - PR, Brazil; Bruns, R.E., Instituto de QuÃ_mica, Universidade Estadual de Campinas, CP 6154, 13083-970 Campinas - SP," Brazil""	""Chemometric activities in Brazil are described according to three phases: before the existence of microcomputers in the 1970s", through the initial stages of microcomputer use in the 1980s and during the years of extensive microcomputer applications of the '90s and into this century. Pioneering activities in both the university and industry are emphasized. Active research areas in chemometrics are cited including experimental design, pattern recognition and classification, curve resolution for complex systems and multivariate calibration. New trends in chemometrics, especially higher order methods for treating data," are emphasized.""	Chemometrics; Microcomputers; Multivariate analysis	Review	Scopus	2-s2.0-33845697704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Courtney, S.M.	Development of orthogonal task designs in fMRI studies of higher cognition: The NIMH experience	2012	NeuroImage	62	2		1185	1189		1	10.1016/j.neuroimage.2012.01.007	http://www.scopus.com/inward/record.url?eid=2-s2.0-84863007767&partnerID=40&md5=0ae9bc44ebb534fea12b1840c2ee99dc	""Department of Psychological and Brain Sciences", Johns Hopkins University, 204 Ames Hall, 3400 N. Charles Street, Baltimore, MD 21218," United States""	""Courtney", S.M., Department of Psychological and Brain Sciences, Johns Hopkins University, 204 Ames Hall, 3400 N. Charles Street, Baltimore, MD 21218," United States""	""This paper chronicles one researcher's journey at the National Institute of Mental Health", exploring ways to understand the neural systems responsible for the cognitive sub-processes of working memory tasks. Both the opportunities and the pitfalls with applying the idea of cognitive subtraction to neuroimaging data were well-known from studies using positron emission tomography. We took advantage of the improved temporal resolution of fMRI with a delayed-recognition task and identified the time-courses of the different stages of the task (encoding, memory delay, and recognition test) as predictor variables in a multiple regression analysis. Because these signals were temporally independent, individual components of tasks could be contrasted with one another, rather than entire tasks, reducing the problem of violations of pure insertion in cognitive subtraction. This approach enabled us to draw more detailed conclusions about the neural systems of higher cognition and the organization of prefrontal cortex than had been possible before fMRI. Further enhancements and innovations over the last 20. years by a multitude of researchers across the field have greatly expanded this knowledge," but this approach called """"orthogonal task design"""" has remained a fundamental component of many of these modern studies. Â© 2012 Elsevier Inc.""	Data analysis; FMRI; History; Prefrontal cortex; Task design; Working memory	Review	Scopus	2-s2.0-84863007767",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"MacÃ©, S., Anquetil, Ã‰.	A generic approach for pen-based user interface development	2007	""Computer-Aided Design of User Interfaces V - Proceedings of the 6th International Conference on Computer-Aided Design of User Interfaces"," CADUI 2006""				57	70				http://www.scopus.com/inward/record.url?eid=2-s2.0-84879643816&partnerID=40&md5=408d4e7270214571dbe2587b8d72c684	""IRISA - INSA", Campus Universitaire de Beaulieu, F-35042 Rennes Cedex," France""	""MacÃ©", S., IRISA - INSA, Campus Universitaire de Beaulieu, F-35042 Rennes Cedex, France; Anquetil, Ã‰., IRISA - INSA, Campus Universitaire de Beaulieu, F-35042 Rennes Cedex," France""	""Pen-based interaction is an intuitive way to realize hand drawn structured documents", but few applications take advantage of it. Indeed, the interpretation of the user hand drawn strokes in the context of document is a complex problem. In this paper, we propose a new generic approach to develop such systems based on three independent components. The first one is a set of graphical and editing functions adapted to pen interaction. The second one is a rule-based formalism that models structured document composition and the corresponding interpretation process. The last one is a hand drawn stroke analyzer that is able to interpret strokes progressively, directly while the user is drawing. We highlight in particular the human-computer interaction induced from this progressive interpretation process. Thanks to this generic approach, three pen-based system prototypes have already been developed, for musical score editing, for graph editing," and for UML class diagram editing. Â© 2007 Springer.""	Hand drawn symbol recognition; Pen-based interaction; Structured document interpretation; User interface development	Conference Paper	Scopus	2-s2.0-84879643816",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Yang, Z., Gao, Q., Li, M.-h., Zhang, G.	Stability analysis and design of open-pit mine slope in china: A review	2014	Electronic Journal of Geotechnical Engineering	19	Z2		10247	10266				http://www.scopus.com/inward/record.url?eid=2-s2.0-84924610159&partnerID=40&md5=1c64594452d596923cdaa913ee8c592e	""Key Laboratory of High Efficient Mining and Safety of Metal Mine Ministry of Education", University of Science and Technology Beijing, Beijing, China; Jinchuan Group Co. Ltd., Jinchuang, Gansu," China""	""Yang", Z., Key Laboratory of High Efficient Mining and Safety of Metal Mine Ministry of Education, University of Science and Technology Beijing, Beijing, China, Jinchuan Group Co. Ltd., Jinchuang, Gansu, China; Gao, Q., Key Laboratory of High Efficient Mining and Safety of Metal Mine Ministry of Education, University of Science and Technology Beijing, Beijing, China; Li, M.-h., Key Laboratory of High Efficient Mining and Safety of Metal Mine Ministry of Education, University of Science and Technology Beijing, Beijing, China; Zhang, G., Key Laboratory of High Efficient Mining and Safety of Metal Mine Ministry of Education, University of Science and Technology Beijing, Beijing," China""	""Based on current researches and developments of open-pit mine slope in China", the engineering features of open-pit mine slopes are summarized. Mine slope is basically formed by dynamic excavation of multi-level and multi-type, and mining benefit is the purpose of mine slope engineering when using various schemes and/or methods. Thus, the issues of design and stability analyses are the main concerns in open-pit mine slope. Based on the experiences of a variety of projects, the development process of open-pit mine slope engineering in China can be divided into four phases: (1) experience-based analogical design; (2) design in combination of limit equilibrium analysis and experience; (3) quantitative analysis design; (4) dynamic design based on comprehensive analysis. In this regard," five key technologies of the mine slope stability analysis are proposed: (1) limit equilibrium analysis; (2) numerical simulations; (3) reliability analysis; (4) """"3S"""" technology; (5) equivalent pattern recognition techniques. Finally"," the difficulties and challenging issues in design and stability analysis of open-pit mine in China are presented accordingly. Â© 2014 ejge.""	Open-pit mine in china; Prospect; Research progress; Slope stability analysis	Article	Scopus	2-s2.0-84924610159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Kniesel, G., Hannemann, J., Rho, T.	A comparison of logic-based infrastructures for concern detection and extraction	2007	""Proceedings of the 3rd Workshop on Linking Aspect Technology and Evolution", LATE'07 held at the Sixth International Conference on Aspect-Oriented Software Development," AOSD '07""			1275678					10.1145/1275672.1275678	http://www.scopus.com/inward/record.url?eid=2-s2.0-34548087550&partnerID=40&md5=2d9ceb0446d326fca13050094f499081	""Institut fÃ_r Informatik III", UniversitÃ_t Bonn, Bonn, Germany; Department of Graphics and Computer Science, University of Tokyo, Tokyo," Japan""	""Kniesel", G., Institut fÃ_r Informatik III, UniversitÃ_t Bonn, Bonn, Germany; Hannemann, J., Department of Graphics and Computer Science, University of Tokyo, Tokyo, Japan; Rho, T., Institut fÃ_r Informatik III, UniversitÃ_t Bonn, Bonn," Germany""	""In this paper we evaluate logic code analysis and transformation frameworks for their suitability as basic infrastructures for fast detection and extraction of (crosscutting) concerns. Using design patterns as example concerns", we identify desirable properties that an infrastructure should fulfill. We then report our initial results of evaluating candidate systems with respect to these properties. We show how high precision design pattern detectors can be easily formulated as predicates that are evaluated in mere seconds even on the sources of large software systems, such as the Eclipse IDE. Although details still remain to be analyzed further, our current results suggest that the pair JTransformer & CTC is a good candidate for a general infrastructure, combining very good querying performance," scalability and short turn-around times with a seamless integration of querying and transformation capabilities. Copyright 2007 ACM.""	Code-quest; Concern mining; CTC; Design pattern detection; JQuery; JTransformer; Logic code analysis and transformation	Conference Paper	Scopus	2-s2.0-34548087550",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"BlÃ¶cker, M., Ballhorn, G., Schneider, J., Belic, N., Eisenmann, H., Keogan, D.	Compensation of long-range process effects on photomasks by design data correction	2003	Proceedings of SPIE - The International Society for Optical Engineering	5148			179	188			10.1117/12.515122	http://www.scopus.com/inward/record.url?eid=2-s2.0-0041826923&partnerID=40&md5=297a06b8c393341e821ecd0d37b8feb1	""Infineon Technologies AG", Maskhouse, P.O. Box 800949, 81609 Munich, Germany; PDF Solutions GmbH, Isartorplatz 8, 80331 Munich, Germany; Numerical Technologies Inc., 70 West Plumeria Drive, San Jose, CA 95134," United States""	""BlÃ¶cker", M., Infineon Technologies AG, Maskhouse, P.O. Box 800949, 81609 Munich, Germany; Ballhorn, G., Infineon Technologies AG, Maskhouse, P.O. Box 800949, 81609 Munich, Germany; Schneider, J., Infineon Technologies AG, Maskhouse, P.O. Box 800949, 81609 Munich, Germany; Belic, N., PDF Solutions GmbH, Isartorplatz 8, 80331 Munich, Germany; Eisenmann, H., PDF Solutions GmbH, Isartorplatz 8, 80331 Munich, Germany; Keogan, D., Numerical Technologies Inc., 70 West Plumeria Drive, San Jose, CA 95134," United States""	""CD requirements for advanced photomasks are getting very demanding for the 100 nm-node and below; the ITRS roadmap requires CD uniformities below 10 nm for the most critical layers. To reach this goal", statistical as well as systematic CD contributions must be minimized. Here, we focus on the reduction of systematic CD variations across the masks that may be caused by process effects," e.g. dry etch loading. We address this topic by compensating such effects via design data correction analogous to proximity correction. Dry etch loading is modeled by gaussian convolution of pattern densities. Data correction is done geometrically by edge shifting. As the effect amplitude has an order of magnitude of 10 nm this can only be done on e-beam writers with small address grids to avoid big CD steps in the design data. We present modeling and correction results for special mask patterns with very strong pattern density variations showing that the compensation method is able to reduce CD uniformity by 50 - 70% depending on pattern details. The data correction itself is done with a new module developed especially to compensate long-range effects and fits nicely into the common data flow environment. For advanced photomasks the mask data preparation times have become a major issue. To tackle this fracture time increase distributed processing has been introduced into the photomask design flow. We also report first results on the fracture time reduction achievable by distributing the data correction onto a Linux cluster.""	CATS; Dry etch loading; Mask process correction; Pattern density	Conference Paper	Scopus	2-s2.0-0041826923",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Feng, G., Jiang, J.	JPEG compressed image retrieval via statistical festures	2002	Pattern Recognition	36	4		977	985		57	10.1016/S0031-3203(02)00114-0	http://www.scopus.com/inward/record.url?eid=2-s2.0-0036555996&partnerID=40&md5=140624c2186c5eab578ff881e01a50a9	""Dept.of Elctrnc. Imaging/Media Comm.", School of Informatics, University of Bradford, Bradford BD7 1DP, United Kingdom; Zhongshan University, Guangshou," China""	""Feng", G., Dept.of Elctrnc. Imaging/Media Comm., School of Informatics, University of Bradford, Bradford BD7 1DP, United Kingdom, Zhongshan University, Guangshou, China; Jiang, J., Dept.of Elctrnc. Imaging/Media Comm., School of Informatics, University of Bradford, Bradford BD7 1DP," United Kingdom""	""To improve efficiency of compressed image retrieval", we propose a novel statistical feature extraction algorithm in this paper to characterize the image content directly in its compressed domain. The statistical feature extracted is mainly through computing a set of moments directly from DCT coefficients without involving full decompression or inverse DCT. Following the algorithm design, a content-based image retrieval system is implemented especially targeting retrieving joint picture expert group compressed images. Theoretical analysis and experimental results support that the system is robust to translation, rotation and scale transform with minor disturbance," and the system achieves good performances in terms of retrieval efficiency and effectiveness. Crown Copyright Â© 2002 Published by Elsevier Science Ltd on behalf of Pattern Recognition Society. All rights reserved.""	Compressed image retrieval; DCT; Statistical feature extraction	Article	Scopus	2-s2.0-0036555996",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Hu, L., Sartipi, K.	Dynamic analysis and design pattern detection in Java programs	2008	""20th International Conference on Software Engineering and Knowledge Engineering"," SEKE 2008""				842	846		7		http://www.scopus.com/inward/record.url?eid=2-s2.0-78650725765&partnerID=40&md5=225777af06520799bbb1a44004f65017	""Dept. Computing and Software", McMaster University, Hamilton, ON, L8S 4K1," Canada""	""Hu", L., Dept. Computing and Software, McMaster University, Hamilton, ON, L8S 4K1, Canada; Sartipi, K., Dept. Computing and Software, McMaster University, Hamilton, ON, L8S 4K1," Canada""	""Identifying design patterns within an existing software system can support understandability and reuse of the system's core functionality. In this context", incorporating behavioral features into the design pattern recovery would enhance the scalability of the process. The main advantage of the new approach in this paper over the existing approaches is incorporating dynamic analysis and feature localization in source code. This allows us to perform a goal-driven design pattern detection and focus ourselves on patterns that implement specific software functionality, as opposed to conducting a general pattern detection which is susceptible to high complexity problem. Using a new pattern description language and a matching process we identify the instances of these patterns within the obtained classes and interactions. We use a two-phase matching process: i) an approximate matching of class attributes generates a list of candidate patterns; and ii) a structural matching of classes identifies exact matched patterns. One target application domain can be software product line which emphasizes on reusing core software artifacts to construct a reference architecture for several similar products. Finally," we present the result of a case study.""	Data mining; Design pattern detection; Dynamic analysis; Feature-specific scenario; Pattern matching; Software family	Conference Paper	Scopus	2-s2.0-78650725765",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
